Timestamp,Feed Type,Articles Shown,Q1: Familiarity,Q2: Prior Knowledge,Q3: News Source,Q4: International News Frequency,Q5: Posts Read Count,Q6: Saw Ads,Q7: Answer,Q7: Confidence,Q8: Answer,Q8: Confidence,Q9: Answer,Q9: Confidence,Q10: Answer,Q10: Confidence,Q11: Answer,Q11: Confidence,Q12: Answer,Q12: Confidence,Q13: Answer,Q13: Confidence,Q14: Answer,Q14: Confidence,Q15: Answer,Q15: Confidence,Q16: Answer,Q16: Confidence,Q17: Trust,Q18: Bias,Q19: Emotion,Q20: Contradiction,Q21: Charged Language,Q22: Context,Q23: Attention,Q24: Age,Q25: Education,Q26: Country,Q27: Politics
4/19/2026 9:35:33,epistemic,"10,62,33,54,13,12,37,6,29,42,39,25",1,No,Online news,Sometimes,1-3,Yes,FALSE,50,NEI,50,TRUE,50,TRUE,50,TRUE,50,FALSE,50,TRUE,100,NEI,50,TRUE,30,NEI,50,3,3,2,4,4,3,Somewhat agree,25-34,Bachelors,United States,1
4/19/2026 22:07:39,epistemic,"2,33,12,5,15,1,34,60,50,40,38,31",2,No,Social media,Sometimes,1-3,Yes,TRUE,19,NEI,21,TRUE,25,TRUE,22,NEI,50,NEI,50,FALSE,28,NEI,50,FALSE,50,FALSE,50,3,5,4,4,7,4,Somewhat agree,25-34,Doctoral,United States,4
4/19/2026 22:26:30,epistemic,"63,12,37,59,18,61,6,34,43,42,16,44",1,No,Online news,Rarely,1-3,No,FALSE,99,TRUE,50,TRUE,47,TRUE,98,TRUE,100,FALSE,100,TRUE,100,TRUE,50,NEI,50,NEI,50,5,2,0,1,1,1,Somewhat agree,18-24,Bachelors,United States,4
4/19/2026 22:35:49,epistemic,"2,17,13,37,50,61,15,5,58,39,48,9",1,No,Online news,Rarely,4-6,Unsure,FALSE,76,FALSE,70,FALSE,77,FALSE,80,FALSE,70,FALSE,69,FALSE,74,FALSE,68,FALSE,50,FALSE,50,2,2,1,2,3,6,Strongly disagree,18-24,Some college,United States,2
4/19/2026 22:36:57,epistemic,"20,10,13,33,63,60,5,50,15,61,39,21",1,No,Social media,Never,1-3,Yes,,50,,50,,50,,50,,50,,50,,50,,50,,50,,50,4,4,4,4,4,4,Strongly disagree,18-24,Some college,,1
4/20/2026 11:59:08,epistemic,"10,17,20,2,54,63,18,50,41,39,51,14",1,No,Podcasts/radio,Often,1-3,No,FALSE,87,FALSE,79,TRUE,56,,50,TRUE,100,FALSE,100,TRUE,97,NEI,100,FALSE,94,FALSE,50,6,0,2,0,0,3,Somewhat agree,55-64,Bachelors,United States,1
4/20/2026 13:14:42,epistemic,"2,17,54,63,37,61,58,57,29,16,30,25",1,Vague,Online news,Often,7-10,Yes,TRUE,100,FALSE,27,TRUE,93,TRUE,100,NEI,44,,50,TRUE,86,NEI,0,NEI,0,TRUE,74,4,2,2,1,2,4,Somewhat agree,18-24,Bachelors,United States,2
4/20/2026 13:17:01,epistemic,"17,2,20,62,13,12,57,59,15,53,30,44",1,No,Podcasts/radio,Always,1-3,Yes,NEI,50,NEI,50,NEI,50,FALSE,50,TRUE,50,FALSE,50,FALSE,50,NEI,50,NEI,50,NEI,50,5,3,1,3,3,2,Somewhat agree,35-44,Masters,United States,3
4/20/2026 14:03:00,epistemic,"17,20,2,62,54,33,53,18,60,15,61,40",2,Vague,Online news,Sometimes,4-6,Yes,NEI,53,TRUE,100,NEI,0,NEI,30,TRUE,70,TRUE,100,TRUE,100,TRUE,100,FALSE,100,NEI,50,5,5,2,1,7,7,Somewhat agree,18-24,Bachelors,United States,4
4/20/2026 15:43:40,epistemic,"20,17,62,4,54,63,5,52,29,36,48,7",1,No,Online news,Often,1-3,No,FALSE,50,NEI,50,TRUE,50,NEI,50,TRUE,50,FALSE,50,TRUE,50,NEI,50,TRUE,50,NEI,50,6,4,4,1,6,6,Agree,65+,Some college,United States,2
